,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,abdominal_distention,nasogastric_tube,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_protein,surgical_lesion,cp_data,rectal_temp_missing,pulse_missing,respiratory_rate_missing,nasogastric_reflux_ph_missing,packed_cell_volume_missing,total_protein_missing,abdomo_protein_missing,pain_missing,abdomo_appearance_missing,mucous_membrane_bright_pink,mucous_membrane_bright_red,mucous_membrane_dark_cyanotic,mucous_membrane_normal_pink,mucous_membrane_pale_cyanotic,mucous_membrane_pale_pink,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,nasogastric_reflux_less_1_liter,nasogastric_reflux_more_1_liter,nasogastric_reflux_none,abdomo_appearance_clear,abdomo_appearance_cloudy,abdomo_appearance_serosanguious,abdomo_appearance_unknown,lesion_2_0,lesion_2_1400,lesion_2_3111,lesion_2_3112,lesion_2_6112,lesion_2_7111,lesion_3_0,lesion_3_2209,lesion_site,lesion_type,lesion_subtype,lesion_specific_code
284,1,1,38.5,66.0,24.0,2.0,2.0,0.0,1,0.0,1.0,0.0,0.0,4.0,40.0,6.7,0.0,1,yes,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,31,1,1,0
285,0,1,37.8,82.0,12.0,1.0,2.0,1.0,3,2.0,0.0,0.0,,,50.0,7.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
286,0,0,39.5,84.0,30.0,,,0.0,-1,,,0.0,,,28.0,5.0,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
287,1,1,0.0,0.0,0.0,,,,-1,,,0.0,,,0.0,0.0,0.0,1,no,1,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,2,4
288,1,1,38.0,50.0,36.0,,2.0,0.0,1,1.0,,0.0,2.0,,39.0,6.6,5.3,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,8,4,0,0
289,0,1,38.6,45.0,16.0,3.0,2.0,0.0,0,,,0.0,1.0,0.0,43.0,58.0,0.0,0,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
290,1,1,38.9,80.0,44.0,1.0,1.0,0.0,2,2.0,1.0,7.0,2.0,0.0,54.0,6.5,0.0,1,no,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,7,1,1,1
291,1,1,37.0,66.0,20.0,2.0,1.0,0.0,3,2.0,0.0,0.0,1.0,4.0,35.0,6.9,0.0,1,no,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,31,1,1,0
292,1,1,0.0,78.0,24.0,1.0,1.0,0.0,-1,,1.0,0.0,,1.0,43.0,62.0,2.0,0,no,1,0,0,1,0,0,0,1,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,9
293,0,1,38.5,40.0,16.0,2.0,2.0,0.0,2,0.0,,0.0,2.0,2.0,37.0,67.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
294,1,1,0.0,120.0,70.0,0.0,,1.0,2,,,0.0,,4.0,55.0,65.0,0.0,0,no,1,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
295,0,1,37.2,72.0,24.0,1.0,3.0,1.0,3,2.0,2.0,0.0,0.0,1.0,44.0,0.0,3.3,1,yes,0,0,0,1,0,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,8
296,1,1,37.5,72.0,30.0,0.0,1.0,0.0,3,2.0,1.0,0.0,2.0,4.0,60.0,6.8,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
297,1,1,36.5,100.0,24.0,1.0,1.0,0.0,1,2.0,2.0,0.0,0.0,1.0,50.0,6.0,3.4,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,8
298,1,1,37.2,40.0,20.0,,,,-1,,,0.0,0.0,0.0,36.0,62.0,1.0,0,no,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,6,1,1,2
